title,url,description,category,sub_category,skills,extracted_entities
Greek and Roman Mythology,https://www.coursera.org/learn/mythology,"Myths are traditional stories that have endured over a long time. Some of them have to do with events of great importance, such as the founding of a nation. Others tell the stories of great heroes and heroines and their exploits and courage in the face of adversity. Still others are simple tales about otherwise unremarkable people who get into trouble or do some great deed. What are we to make of all these tales, and why do people seem to like to hear them? This course will focus on the myths of ancient Greece and Rome, as a way of exploring the nature of myth and the function it plays for individuals, societies, and nations. We will also pay some attention to the way the Greeks and Romans themselves understood their own myths. Are myths subtle codes that contain some universal truth? Are they a window on the deep recesses of a particular culture? Are they a set of blinders that all of us wear, though we do not realize it? Or are they just entertaining stories that people like to tell over and over? This course will investigate these questions through a variety of topics, including the creation of the universe, the relationship between gods and mortals, human nature, religion, the family, sex, love, madness, and death.",Arts and Humanities,Philosophy,"Art History,Greek Mythology,History,Mythology,","{'SKILL': [{'word': 'Art History', 'score': 0.847495973110199}, {'word': 'Greek Mythology', 'score': 0.873397946357727}, {'word': 'History', 'score': 0.8602877259254456}, {'word': 'Mythology', 'score': 0.8439672589302063}]}"
Getting Started with Git and GitHub,https://www.coursera.org/learn/getting-started-with-git-and-github,"Get started with Git and GitHub in this self-paced, introductory course! You’ll become familiar with collaborative version control and popular Git platforms. Collaboration and social coding are crucial parts of contemporary Software Engineering practices and the DevOps culture. ",Computer Science,Software Development,"Distributed Version Control (DRCS),open source,Version Control Systems,Github,Git (Software),","{'SKILL': [{'word': 'Version Control', 'score': 0.8903274536132812}, {'word': 'Version Control Systems', 'score': 0.9312758445739746}], 'TOOL': [{'word': 'Github', 'score': 0.6831731796264648}, {'word': 'Software', 'score': 0.6213119626045227}]}"
Agile Meets Design Thinking,https://www.coursera.org/learn/uva-darden-getting-started-agile,"Despite everyone's good intentions, hard work and solid ideas, too many teams end up creating products that no one wants, no one can use, and no one buys. But it doesn't have to be this way. Agile and design thinking offer a different--and effective--approach to product development, one that results in valuable solutions to meaningful problems. In this course, you’ll learn how to determine what's valuable to a user early in the process--to frontload value--by focusing your team on testable narratives about the user and creating a strong shared perspective. ",Computer Science,Design and Product,"agile user stories,User Experience Design (UXD),Agile Software Development,Product Management,Software Development,","{'SKILL': [{'word': 'Le User', 'score': 0.8357443809509277}, {'word': 'Use', 'score': 0.9851177930831909}, {'word': 'R Experience Design', 'score': 0.9859042167663574}, {'word': 'UXD', 'score': 0.6729428172111511}, {'word': 'Gile Software Development', 'score': 0.844750165939331}, {'word': 'Product Management', 'score': 0.9519288539886475}, {'word': 'Software Development', 'score': 0.9066725969314575}]}"
Google SEO Fundamentals,https://www.coursera.org/learn/seo-fundamentals,"Gain an understanding of search engine algorithms and how they affect organic search results and websites. Building on this knowledge, you’ll learn the key elements for creating an effective SEO strategy, including how to select keywords and perform keyword research; consumer psychology and search behavior; and how to conduct on-page SEO analysis to identify opportunities to improve a website’s search optimization.",Business,Marketing,"Social Media,Keyword Research,Marketing,Mathematical Optimization,","{'SKILL': [{'word': 'Keyword Research', 'score': 0.8364784121513367}, {'word': 'Marketing', 'score': 0.6771631836891174}, {'word': 'Mathematical Optimization', 'score': 0.8827528953552246}]}"
Introduction to Cyber Attacks,https://www.coursera.org/learn/intro-cyber-attacks,"This course provides learners with a baseline understanding of common cyber security threats, vulnerabilities, and risks. An overview of how basic cyber attacks are constructed and applied to real systems is also included. Examples include simple Unix kernel hacks, Internet worms, and Trojan horses in software utilities. Network attacks such as distributed denial of service (DDOS) and botnet- attacks are also described and illustrated using real examples from the past couple of decades. ",Computer Science,Computer Security and Networks,"Cybersecurity,Information Security (INFOSEC),Denial-Of-Service Attack (DOS),Risk Assessment,","{'SKILL': [{'word': 'Bersecurity', 'score': 0.8817892670631409}, {'word': 'Information Security', 'score': 0.9902431964874268}, {'word': 'Denial', 'score': 0.7861983776092529}, {'word': 'Of - Service Attack', 'score': 0.7829769849777222}, {'word': 'Risk Assessment', 'score': 0.8672024011611938}]}"
Introduction to Agile Development and Scrum,https://www.coursera.org/learn/agile-development-and-scrum,"After successfully completing this course, you will be able to embrace the Agile concepts of adaptive planning, iterative development, and continuous improvement - resulting in early deliveries and value to customers. This course will benefit anyone who wants to get started with working the Agile way. It is particularly suitable for IT practitioners such as software developers, development managers, project managers, product managers, and executives.",Computer Science,Software Development,"Agile Software Development,Scrum Methodology,Zenhub,Kanban,Sprint Planning,","{'SKILL': [{'word': 'Le Software Development', 'score': 0.9473261833190918}, {'word': 'Scrum Methodology', 'score': 0.9260849952697754}, {'word': 'Sprint Planning', 'score': 0.8321996927261353}], 'TOOL': [{'word': 'Zen', 'score': 0.8909302353858948}, {'word': 'B Kanban', 'score': 0.7805333733558655}]}"
Excel Fundamentals for Data Analysis,https://www.coursera.org/learn/excel-data-analysis-fundamentals,"As data becomes the modern currency, so the ability to analyse the data quickly and accurately has become of paramount importance. Excel with its extraordinarily broad range of features and capabilities is one of the most widely used programs for doing this. In the first course of our Excel Skills for Data Analysis and Visualization Specialization, you will learn the fundamentals of Excel for data analysis. When you have completed the course, you will be able to use a range of Excel tools and functions to clean and prepare data for analysis; automate data analysis with the help of Named Ranges and Tables; and use logical and lookup functions to transform, link and categorise data.",Business,Business Essentials,"Data Analysis,Microsoft Excel,Data Cleansing,","{'SKILL': [{'word': 'Data Analysis', 'score': 0.9473669528961182}, {'word': 'Data Cleansing', 'score': 0.9894428253173828}], 'TOOL': [{'word': 'Microsoft Excel', 'score': 0.7245718836784363}]}"
Creative Thinking: Techniques and Tools for Success,https://www.coursera.org/learn/creative-thinking-techniques-and-tools-for-success,"In today’s ever-growing and changing world, being able to think creatively and innovatively are essential skills. It can sometimes be challenging to step back and reflect in an environment which is fast paced or when you are required to assimilate large amounts of information. Making sense of or communicating new ideas in an innovative and engaging way, approaching problems from fresh angles, and producing novel solutions are all traits which are highly sought after by employers.",Personal Development,Personal Development,"Creative Thinking,Problem Solving,Creativity,Brainstorming,","{'SKILL': [{'word': 'Creative Thinking', 'score': 0.9676938056945801}, {'word': 'Problem Solving', 'score': 0.982737123966217}, {'word': 'Creativity', 'score': 0.8236221075057983}, {'word': 'Brainstorming', 'score': 0.9366664886474609}]}"
Mastering Final Cut Pro,https://www.coursera.org/learn/mastering-final-cut-pro,"This course unravels the post-production world for editors. Students will dive into the key features of Apple’s Final Cut Pro software for Video and Audio Editing and learn elements for creating professional videos with the use of transitions and effects, titles and motion graphics, color correction, 360 Video and Media Management.",Business,Business Essentials,"Experience with video production is helpful,video terminology and while not required,Basic understanding of macOS helpful,","{'SKILL': [{'word': 'Video Production', 'score': 0.994907021522522}, {'word': 'Video Terminology', 'score': 0.9950822591781616}, {'word': 'Macos', 'score': 0.9745853543281555}]}"
Introduction to Public Speaking,https://www.coursera.org/learn/public-speaking,This course offers a proven framework for crafting and delivering impactful presentations.,Business,Business Essentials,"Confidence,Presentation,Speech,Public Speaking,","{'SKILL': [{'word': 'Presentation', 'score': 0.920566201210022}, {'word': 'Speech', 'score': 0.951792299747467}, {'word': 'Public Speaking', 'score': 0.7844551801681519}]}"
Children's Human Rights - An Interdisciplinary Introduction,https://www.coursera.org/learn/childrens-rights,"Drawing on the contributions of several academic disciplines including law, psychology, sociology, history, educational and health sciences, economy and anthropology, an interdisciplinary approach guides the student into a selection of critical issues concerning children’s rights. Participants will gain insight relative to the development of this specific human rights category, as well as to the evolution of the challenges faced by children over time and society’s efforts to respond. Successful international strategies and programs promoting children’s rights will be highlighted, as well as the role of key actors involved in international organizations working in this field. This open online course provides an overview of the most important features of children’s human rights. A central portion of the MOOC will consist of a presentation of the international and regional standards on children’s rights and the related international and regional judicial and quasi-judicial bodies designed to ensure their implementation. ",Social Sciences,Law,"Justice,Child Psychology,International Law,Humanitarian,","{'SKILL': [{'word': 'Child Psychology', 'score': 0.9934811592102051}, {'word': 'International Law', 'score': 0.9880105257034302}, {'word': 'Humanitarian', 'score': 0.7969335317611694}]}"
Data-driven Decision Making,https://www.coursera.org/learn/decision-making,"Welcome to Data-driven Decision Making. In this course, you'll get an introduction to Data Analytics and its role in business decisions. You'll learn why data is important and how it has evolved. You'll be introduced to “Big Data” and how it is used. You'll also be introduced to a framework for conducting Data Analysis and what tools and techniques are commonly used. Finally, you'll have a chance to put your knowledge to work in a simulated business setting.",Data Science,Data Analysis,"Data-Informed Decision-Making,Big Data,Data Analysis,Data Visualization (DataViz),","{'SKILL': [{'word': 'Decision - Making', 'score': 0.9936075210571289}, {'word': 'Big Data', 'score': 0.8676503300666809}, {'word': 'Data Analysis', 'score': 0.9511792659759521}, {'word': 'Data Visualization', 'score': 0.9462435841560364}], 'TOOL': [{'word': 'Dataviz', 'score': 0.9632155299186707}]}"
Cost and Economics in Pricing Strategy,https://www.coursera.org/learn/uva-darden-bcg-pricing-strategy-cost-economics,"How much should you charge for your products and services? Traditionally, businesses have answered this question based on the cost to produce or provide their goods and services. This course shows you the economic factors behind pricing based on cost and the pros and cons of a cost-based pricing approach. Developed at the Darden School of Business at the University of Virginia, and led by top-ranked Darden faculty and Boston Consulting Group global pricing experts, the course provides the practical and research-based models and methods you need to set prices that maximize your profits. ",Business,Marketing,"Cost-Based Pricing,Channel and Direct-to-Consumer Pricing,Pricing Strategies,Price Discrimination,Price Elasticity Of Demand,","{'SKILL': [{'word': 'Based Pricing', 'score': 0.8747691512107849}, {'word': 'Channel', 'score': 0.7651694416999817}, {'word': 'Direct -', 'score': 0.6334648132324219}, {'word': 'Consumer Pricing', 'score': 0.9664983153343201}, {'word': 'Pricing Strategies', 'score': 0.9495885372161865}, {'word': 'Price Discrimination', 'score': 0.8752824068069458}, {'word': 'Price Elasticity Of Demand', 'score': 0.9120486974716187}]}"
Aspectos básicos del diseño de la experiencia del usuario,https://www.coursera.org/learn/aspectos-basicos-del-diseno-de-la-experiencia-del-usuario-ux,"Aspectos básicos del diseño de la experiencia del usuario (UX) es el primero de una serie de siete cursos mediante los cuales podrás acceder a las habilidades que necesitarás para postularte a trabajos de nivel básico relacionados con el diseño de UX. Los diseñadores de UX se centran en las interacciones de las personas con distintos productos, como sitios web, aplicaciones móviles y objetos físicos. Los diseñadores de UX hacen que esas interacciones cotidianas sean fáciles de usar, agradables y accesibles. Algunas de las tareas de un diseñador de UX de nivel básico podrían ser empatizar con los usuarios, definir las dificultades a las que se enfrentan, proponer soluciones de diseño, crear esquemas, prototipos y maquetas, y probar diseños para obtener comentarios. ",Computer Science,Design and Product,"Experiencia del usuario (UX),Esquema,Diseño de la experiencia del usuario (UXD),Investigación en UX,Prototipo,","{'TOOL': [{'word': 'Prototipo', 'score': 0.5999609231948853}]}"
Nutrición y obesidad: control de sobrepeso,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,"En este curso, ofrecido por la UNAM, reconocerás una herramienta para evitar, manejar y controlar el sobrepeso y la obesidad, al destacar la importancia del autocuidado y el apoyo familiar en el manejo de este padecimiento. Te mostrará el verdadero valor de los alimentos como compañeros de tu vida, te alejará de los kilos de más y te forjará hábitos saludables que marcarán una senda de salud perdurable.",Health,Nutrition,"Nutrition,Null Character,Physical Examination,Diets,","{'SKILL': [{'word': 'Utrition', 'score': 0.8596980571746826}, {'word': 'Character', 'score': 0.9611260294914246}, {'word': 'Physical Examination', 'score': 0.9674038887023926}, {'word': 'Diets', 'score': 0.7838606238365173}]}"
Positive Psychology ,https://www.coursera.org/learn/positive-psychology,"This course discusses research findings in the field of positive psychology, conducted by Barbara Fredrickson and her colleagues. It also features practical applications of this science that you can put to use immediately to help you live a full and meaningful life.",Health,Psychology,"Gratitude,Kindness,Meditation,Positive Psychology,","{'SKILL': [{'word': 'Kindness', 'score': 0.966992974281311}, {'word': 'Meditation', 'score': 0.8489140868186951}, {'word': 'Sitive Psychology', 'score': 0.9108470678329468}]}"
Security Principles,https://www.coursera.org/learn/-security-principles,"Welcome to course 1 of 5 of this Specialization, Security Principles.",Information Technology,Security,"Risk,Information Assurance,security,governance,","{'SKILL': [{'word': 'Information Assurance', 'score': 0.9934719800949097}]}"
Understanding Plants - Part I: What a Plant Knows,https://www.coursera.org/learn/plantknows,"For centuries we have collectively marveled at plant diversity and form—from Charles Darwin’s early fascination with stems and flowers to Seymour Krelborn’s distorted doting in Little Shop of Horrors. This course intends to present an intriguing and scientifically valid look at how plants themselves experience the world—from the colors they see to the sensations they feel. Highlighting the latest research in genetics and more, we will delve into the inner lives of plants and draw parallels with the human senses to reveal that we have much more in common with sunflowers and oak trees than we may realize. We’ll learn how plants know up from down, how they know when a neighbor has been infested by a group of hungry beetles, and whether they appreciate the music you’ve been playing for them or if they’re just deaf to the sounds around them. We’ll explore definitions of memory and consciousness as they relate to plants in asking whether we can say that plants might even be aware of their surroundings. This highly interdisciplinary course meshes historical studies with cutting edge modern research and will be relevant to all humans who seek their place in nature. ",Health,Basic Science,"Plant Biology,Genetics,Cell Biology,Plant,","{'SKILL': [{'word': 'Plant Biology', 'score': 0.981662392616272}, {'word': 'Genetics', 'score': 0.8670607209205627}, {'word': 'Cell Biology', 'score': 0.8018381595611572}, {'word': 'Plant', 'score': 0.8115963339805603}]}"
Science Literacy ,https://www.coursera.org/learn/science-literacy,"Fake news or good science? In a world where we have access to unlimited information, it is hard to sift through the echo chamber of opinions fueled by emotions and personal biases, rather than scientific evidence. Science Literacy will teach you about the process of science, how to think critically, how to differentiate science from pseudoscience, how indigenous wisdom can inform science, how to understand and design a scientific study, and how to critically evaluate scientific communication in the media. Every module will build your new skill-base with real life examples, and at the end of each module you will have to apply these skills to scientific questions, talking points and controversies in the world. Warning: this course requires an open mind and the ability to self-reflect.",Health,Basic Science,"Media Literacy,Experimental Design,Communication,Science Literacy,Science,","{'SKILL': [{'word': 'Media Literacy', 'score': 0.9477020502090454}, {'word': 'Experimental Design', 'score': 0.9932211637496948}, {'word': 'Communication', 'score': 0.9000170230865479}, {'word': 'Science Literacy', 'score': 0.8175691366195679}]}"
Machine Learning Modeling Pipelines in Production,https://www.coursera.org/learn/machine-learning-modeling-pipelines-in-production,"In the third course of Machine Learning Engineering for Production Specialization, you will build models for different serving environments; implement tools and techniques to effectively manage your modeling resources and best serve offline and online inference requests; and use analytics tools and performance metrics to address model fairness, explainability issues, and mitigate bottlenecks.",Data Science,Machine Learning,"Explainable AI,Fairness Indicators,automl,Model Performance Analysis,Precomputing Predictions,","{'SKILL': [{'word': 'Fairness Indicators', 'score': 0.9778839349746704}, {'word': 'Model Performance Analysis', 'score': 0.9830376505851746}, {'word': 'Precomputing Predictions', 'score': 0.9460195899009705}]}"
Design a User Experience for Social Good & Prepare for Jobs,https://www.coursera.org/learn/ux-design-jobs,"Design a User Experience for Social Good and Prepare for Jobs is the seventh and final course in a program that will equip you with the skills you need to become an entry-level UX designer. In this course, you will design a dedicated mobile app and a responsive website focused on social good. You will showcase all that you’ve learned during the certificate program to complete the design process from beginning to end: empathizing with users, defining their pain points, coming up with ideas for design solutions, creating wireframes and prototypes, and testing designs to get feedback. By the end of this course, you will have a new cross-platform design project to include in your professional UX portfolio. ",Computer Science,Design and Product,"User Experience (UX),Usability Testing,Prototype,User Experience Design (UXD),UX design jobs,","{'SKILL': [{'word': 'Use', 'score': 0.7508141994476318}, {'word': 'R Experience', 'score': 0.7823251485824585}, {'word': 'Usability Testing', 'score': 0.9142060279846191}, {'word': 'Prototype', 'score': 0.9230910539627075}, {'word': 'User Experience Design', 'score': 0.8458437919616699}, {'word': 'UXD', 'score': 0.8605697751045227}, {'word': 'UX Design', 'score': 0.828568160533905}]}"
Social Impact Strategy: Tools for Entrepreneurs and Innovators,https://www.coursera.org/learn/social-impact,"This course offers an introduction to social impact strategy and social entrepreneurship, including key concepts, an overview of the field, and tools to get started as a changemaker. Students will learn how to innovate and design new ideas and new organizational forms to implement those ideas. Students who take this course will be better prepared to launch social impact",Business,Entrepreneurship,"Market Analysis,Business Model,Business Modeling,Social Entrepreneurship,","{'SKILL': [{'word': 'Market Analysis', 'score': 0.986581563949585}, {'word': 'Business Model', 'score': 0.9758071303367615}, {'word': 'Business Modeling', 'score': 0.9112918376922607}, {'word': 'Social Entrepreneurship', 'score': 0.9796926379203796}]}"
The Art of Music Production,https://www.coursera.org/learn/producing-music,"Explore the art of record production and how to make recordings that other people will love listening to. This course will teach you how to make emotionally moving recordings on almost any recording equipment, including your phone or laptop. The emphasis is on mastering tangible artistic concepts; the gear you use is up to you. You will learn to develop the most important tool in the recording studio: your ears. You will learn to enhance every aspect of your own productions, both sonically and musically, by employing deeper listening skills. ",Arts and Humanities,Music and Art,"Audio Production,Music,Music production,Songwriting,Music recording,","{'SKILL': [{'word': 'Production', 'score': 0.8681271076202393}, {'word': 'Music', 'score': 0.9066364765167236}, {'word': 'Music', 'score': 0.9281551837921143}, {'word': 'Songwriting', 'score': 0.789862871170044}, {'word': 'Music', 'score': 0.8420119285583496}]}"
Introduction to Risk Management,https://www.coursera.org/learn/introduction-to-risk-management,"What is risk? Why do firms manage risk? In this course, you will be introduced to the different types of business and financial risks, their sources, and best practice methods for measuring risk. This course will help you gauge different risk types and set risk limits, describe the key factors that drive each type of risk, and identify the steps needed to choose probability distributions to estimate risk. You will explore the history and development of risk management as a science, and financial and business trends that have shaped the practice of risk management. By the end of the course, you will have the essential knowledge to measure, assess, and manage risk in your organization. ",Business,Finance,"Risk Management,Financial Risk,Leadership and Financial Risk Estimation and Management,Regulations,","{'SKILL': [{'word': 'Risk Management', 'score': 0.9880497455596924}, {'word': 'Financial Risk', 'score': 0.9981300830841064}, {'word': 'Leadership', 'score': 0.9924793243408203}, {'word': 'Financial Risk Estimation', 'score': 0.9968582391738892}, {'word': 'Management', 'score': 0.9985659718513489}]}"
Initiating and Planning Projects,https://www.coursera.org/learn/project-planning,The courses in the Introduction to Project Management Principles and Practices Specialization are a recommended precursor to UCI's Applied Project Management Certificate. ,Business,Leadership and Management,"Project Management,Project,Planning,Project Planning,","{'SKILL': [{'word': 'Project Management', 'score': 0.9569869041442871}, {'word': 'Project', 'score': 0.7290410995483398}, {'word': 'Planning', 'score': 0.9941772222518921}, {'word': 'Project Planning', 'score': 0.7758328318595886}]}"
"Custom Models, Layers, and Loss Functions with TensorFlow",https://www.coursera.org/learn/custom-models-layers-loss-functions-with-tensorflow,"In this course, you will:",Data Science,Machine Learning,"Functional API,Custom Layers,Custom and Exotic Models with Functional API,Custom Loss Functions,","{'SKILL': [{'word': 'Ctional API', 'score': 0.989336371421814}, {'word': 'Custom Layers', 'score': 0.9948663711547852}, {'word': 'Custom', 'score': 0.9741654396057129}, {'word': 'Otic Models', 'score': 0.9846092462539673}, {'word': 'Fun', 'score': 0.9923498034477234}, {'word': 'Ctional API', 'score': 0.9756571054458618}, {'word': 'Custom Loss Functions', 'score': 0.9867602586746216}]}"
Algorithmic Toolbox,https://www.coursera.org/learn/algorithmic-toolbox,"This online course covers basic algorithmic techniques and ideas for computational problems arising frequently in practical applications: sorting and searching, divide and conquer, greedy algorithms, dynamic programming. We will learn a lot of theory: how to sort data and how it helps for searching; how to break a large problem into pieces and solve them recursively; when it makes sense to proceed greedily; how dynamic programming is used in genomic studies. You will practice solving computational problems, designing new algorithms, and implementing solutions efficiently (so that they run in less than a second).",Computer Science,Algorithms,"Dynamic Programming,Debugging,Software Testing,Algorithms,Computer Programming,","{'SKILL': [{'word': 'Ynamic Programming', 'score': 0.9879641532897949}, {'word': 'Debugging', 'score': 0.8989047408103943}, {'word': 'Software Testing', 'score': 0.9737086296081543}, {'word': 'Algorithms', 'score': 0.9739691615104675}, {'word': 'Computer Programming', 'score': 0.8451472520828247}]}"
Introduction to Computer Vision and Image Processing,https://www.coursera.org/learn/introduction-computer-vision-watson-opencv,"Computer Vision is one of the most exciting fields in Machine Learning and AI. It has applications in many industries, such as self-driving cars, robotics, augmented reality, and much more. In this beginner-friendly course, you will understand computer vision and learn about its various applications across many industries.",Data Science,Machine Learning,"Deep Learning,Opencv,Artificial Intelligence (AI),Image Processing,Computer Vision,","{'SKILL': [{'word': 'Deep Learning', 'score': 0.99114990234375}, {'word': 'Artific', 'score': 0.7469178438186646}, {'word': 'Ial Intelligence', 'score': 0.7507572174072266}, {'word': 'Image Processing', 'score': 0.9845178723335266}, {'word': 'Computer Vision', 'score': 0.9430165886878967}], 'TOOL': [{'word': 'Openc', 'score': 0.7966046333312988}]}"
Preparing to Manage Human Resources,https://www.coursera.org/learn/managing-human-resources,"One way or another, all employees are managed. But approaches to managing employees varying from employee-to-employee, job-to-job, manager-to-manager, organization-to-organization, and country-to-country. This course provides a foundation for developing your own approach to skillfully managing employees by illustrating alternative human resource management (HRM) strategies, introducing the importance of the legal context, and thinking about what motivates employees. This will then give you the factual and conceptual basis for developing specific, critical HRM skills in subsequent courses on hiring employees, managing performance, and rewarding employees. Don't know anything about HRM? That's OK! Leave this course with a new-found understanding of the range of options available for managing employees, a grasp of what makes workers tick, and the readiness to develop your own HRM skills.",Business,Leadership and Management,"Human Resources (HR),Resource Management,Hr Strategy,","{'SKILL': [{'word': 'Human Resources', 'score': 0.9179103970527649}, {'word': 'Resource Management', 'score': 0.9903013706207275}, {'word': 'Strategy', 'score': 0.8844164609909058}]}"
Deploying Machine Learning Models in Production,https://www.coursera.org/learn/deploying-machine-learning-models-in-production,"In the fourth course of Machine Learning Engineering for Production Specialization, you will learn how to deploy ML models and make them available to end-users. You will build scalable and reliable hardware infrastructure to deliver inference requests both in real-time and batch depending on the use case. You will also implement workflow automation and progressive delivery that complies with current MLOps practices to keep your production system running. Additionally,  you will continuously monitor your system to detect model decay, remediate performance drops, and avoid system failures so it can continuously operate at all times.  ",Data Science,Machine Learning,"TensorFlow Serving,Model Monitoring,Model Registries,Machine Learning Operations (MLOps),Generate Data Protection Regulation (GDPR),","{'SKILL': [{'word': 'Model Monitoring', 'score': 0.992560088634491}, {'word': 'Model Registries', 'score': 0.9868034720420837}, {'word': 'Machine Learning Operations', 'score': 0.972480058670044}, {'word': 'Data Protection Regulation', 'score': 0.9615034461021423}]}"
Introduction to Genetics and Evolution,https://www.coursera.org/learn/genetics-evolution,"Introduction to Genetics and Evolution is a college-level class being offered simultaneously to new students at Duke University. The course gives interested people a very basic overview of some principles behind these very fundamental areas of biology.  We often hear about new ""genome sequences,"" commercial kits that can tell you about your ancestry (including pre-human) from your DNA or disease predispositions, debates about the truth of evolution, why animals behave the way they do, and how people found ""genetic evidence for natural selection.""  This course provides the basic biology you need to understand all of these issues better, tries to clarify some misconceptions, and tries to prepare students for future, more advanced coursework in Biology (and especially evolutionary genetics).  No prior coursework is assumed.",Health,Basic Science,"Biology,Genetics,Evolution,Genomics,","{'SKILL': [{'word': 'Genetics', 'score': 0.8638774156570435}, {'word': 'Evolution', 'score': 0.9586201906204224}, {'word': 'Genomics', 'score': 0.9682223796844482}]}"
Rebuilding Our Relationship with Food,https://www.coursera.org/learn/food-relationship-mindful-eating-health,"Have you ever made a conscious effort to change the way you eat (for health or other reasons) and then felt frustrated when your plans were derailed? You’re not alone. The best laid plans are often sabotaged by a food environment that makes it increasingly hard to make healthier food choices. This can leave many people feeling mistrustful of food or feeling that our relationship with food is somehow broken. In this course, we’ll explore the history of our changing food environment, the science behind cravings for unhealthy foods AND most importantly, you’ll learn some concrete strategies for rebuilding your relationship with food. You’ll learn to practice mindful eating and self-compassion (proven strategies for supporting healthier food choices) as well as designing a customized plan to protect your relationship with food and improve the health of your greatest asset - you! I can’t wait to start on this adventure together.",Health,Nutrition,"Devise a customized plan for optimizing your eating patterns.,Rebuild your relationship with food by learning to genuinely love the foods that will support your health in the long term.,Practice self-compassion with regard to your eating behaviors and food choices.,Observe your own unique eating patterns and identify areas of improvement.,Practice food mindfulness or mindful eating on a day-to-day basis.,","{'SKILL': [{'word': 'Eating', 'score': 0.6504029035568237}, {'word': 'Food', 'score': 0.8257454037666321}, {'word': 'Compassion', 'score': 0.6052147150039673}, {'word': 'Eating', 'score': 0.8272204995155334}, {'word': 'Eating', 'score': 0.8256013989448547}, {'word': 'Food Mindfulness', 'score': 0.9769625663757324}, {'word': 'Eating', 'score': 0.9811643958091736}]}"
Introduction to Web Development,https://www.coursera.org/learn/web-development,"This course is designed to start you on a path toward future studies in web development and design, no matter how little experience or technical knowledge you currently have. The web is a very big place, and if you are the typical internet user, you probably visit several websites every day, whether for business, entertainment or education. But have you ever wondered how these websites actually work? How are they built? How do browsers, computers, and mobile devices interact with the web? What skills are necessary to build a website? With almost 1 billion websites now on the internet, the answers to these questions could be your first step toward a better understanding of the internet and developing a new set of internet skills.  ",Computer Science,Mobile and Web Development,"Css Code,HTML,JavaScript,Cascading Style Sheets (CSS),","{'SKILL': [{'word': 'Ss Code', 'score': 0.7849797606468201}, {'word': 'TML', 'score': 0.5745295882225037}, {'word': 'Javascript', 'score': 0.978154718875885}, {'word': 'Ascading Style Sheets', 'score': 0.8397367596626282}, {'word': 'CSS', 'score': 0.6351104974746704}]}"
Cyber Threat Intelligence,https://www.coursera.org/learn/ibm-cyber-threat-intelligence,This course gives you the background needed to gain Cybersecurity skills as part of the Cybersecurity Security Analyst Professional Certificate program. ,Information Technology,Security,"Application Security,threat intelligence,network defensive tactics,security analyst,Cybersecurity,","{'SKILL': [{'word': 'Application Security', 'score': 0.9884074330329895}, {'word': 'Threat Intelligence', 'score': 0.9913182258605957}, {'word': 'Network Defensive Tactics', 'score': 0.9799377918243408}, {'word': 'Security Analyst', 'score': 0.9190685153007507}, {'word': 'Bersecurity', 'score': 0.8622703552246094}]}"
Google Cloud Fundamentals: Core Infrastructure,https://www.coursera.org/learn/gcp-fundamentals,"Google Cloud Fundamentals: Core Infrastructure introduces important concepts and terminology for working with Google Cloud. Through videos and hands-on labs, this course presents and compares many of Google Cloud's computing and storage services, along with important resource and policy management tools.",Information Technology,Cloud Computing,"Google Compute Engine,Google App Engine (GAE),Google Cloud Platform,Cloud Computing,","{'SKILL': [{'word': 'Mpute Engine', 'score': 0.9169669151306152}, {'word': 'Google App Engine', 'score': 0.9235230088233948}, {'word': 'Google Cloud Platform', 'score': 0.8813101649284363}, {'word': 'Cloud Computing', 'score': 0.9911773204803467}]}"
Regression Analysis: Simplify Complex Data Relationships,https://www.coursera.org/learn/regression-analysis-simplify-complex-data-relationships,"This is the fifth of seven courses in the Google Advanced Data Analytics Certificate. Data professionals use regression analysis to discover the relationships between different variables in a dataset and identify key factors that affect business performance. In this course, you’ll practice modeling variable relationships. You'll learn about different methods of data modeling and how to use them to approach business problems. You’ll also explore methods such as linear regression, analysis of variance (ANOVA), and logistic regression.  ",Data Science,Data Analysis,"Predictive Modelling,Statistical Analysis,Python Programming,Effective Communication,regression modeling,","{'SKILL': [{'word': 'Modelling', 'score': 0.9139658212661743}, {'word': 'Statistical Analysis', 'score': 0.9932874441146851}, {'word': 'Python Programming', 'score': 0.9923773407936096}, {'word': 'Effect', 'score': 0.8907346129417419}, {'word': 'Communication', 'score': 0.9841023087501526}, {'word': 'Gression Modeling', 'score': 0.8406703472137451}]}"
Fundamentals of GIS,https://www.coursera.org/learn/gis,"Explore the world of spatial analysis and cartography with geographic information systems (GIS). In this class you will learn the basics of the industry’s leading software tool, ArcGIS, during four week-long modules: ",Physical Science and Engineering,Environmental Science and Sustainability,"Spatial Analysis,Data Analysis,Data Visualization (DataViz),Software,","{'SKILL': [{'word': 'Tial Analysis', 'score': 0.9947191476821899}, {'word': 'Data Analysis', 'score': 0.9886898994445801}, {'word': 'Data Visualization', 'score': 0.9840415120124817}], 'TOOL': [{'word': 'Dataviz', 'score': 0.7790854573249817}]}"
